@relation 'database2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13'

@attribute Mean_Nx numeric
@attribute Mean_Ny numeric
@attribute Mean_Nz numeric
@attribute Mean_Curvature numeric
@attribute OBB_Width numeric
@attribute OBB_Height numeric
@attribute OBB_Depth numeric
@attribute Major_Axis_Horizontal numeric
@attribute Major_Axis_Vertical numeric
@attribute Convex_Hull_Volume numeric
@attribute Surface_Area numeric
@attribute Concavity numeric
@attribute Target numeric

@data
0.226279,0.011847,0.190541,0.178659,0.146,0.001667,0.190541,0.146,-0,0.019592,1.251442,0.003028,0
0.22349,0.011473,0.21016,0.178803,0.136,0.001639,0.21016,0.136,-0,0.018749,1.300304,0.00309,0
0.227075,0.01132,0.190261,0.178435,0.158,0.001703,0.190261,0.158,0,0.019793,1.247555,0.003022,0
0.226553,0.011828,0.189757,0.178435,0.153,0.001717,0.189757,0.153,0,0.019865,1.246589,0.003044,0
-0.009584,0.011278,0.193583,0.179749,0.177,0.001995,0.193583,0.177,-0,0.020292,1.282828,0.003272,0
-0.010772,0.010889,0.193288,0.179938,0.17,0.001987,0.193288,0.17,0,0.020383,1.275344,0.003308,0
0.015037,0.010852,0.167326,0.17956,0.178,0.001894,0.17956,0.167326,-0,0.020244,1.263735,0.003233,0
-0.012761,0.011126,0.165513,0.179547,0.177,0.00122,0.179547,0.165513,-0,0.015194,1.454061,0.00324,0
-0.010265,0.010657,0.16703,0.179547,0.16,0.001715,0.179547,0.16,0,0.019957,1.24026,0.003198,0
0.010288,0.010932,0.16653,0.179537,0.175,0.001863,0.179537,0.16653,0,0.019959,1.274783,0.003253,0
-0.01392,0.011376,0.169781,0.17956,0.133,0.001099,0.17956,0.133,0,0.014904,1.431636,0.003199,0
0.012753,0.011095,0.167055,0.179749,0.171,0.00188,0.179749,0.167055,-0,0.020219,1.262184,0.003271,0
-0.007903,0.011153,0.197085,0.179749,0.165,0.001888,0.197085,0.165,0,0.020037,1.27545,0.003254,0
-0.011439,0.011119,0.195328,0.179358,0.164,0.001859,0.195328,0.164,0,0.02001,1.270728,0.003248,0
-0.012345,0.011374,0.199964,0.17956,0.174,0.002014,0.199964,0.174,0,0.020148,1.296159,0.003271,0
