Mean_Nx,Mean_Ny,Mean_Nz,Mean_Curvature,AABB_Width,AABB_Height,AABB_Depth,OBB_Width,OBB_Height,OBB_Depth,Major_Axis_Horizontal,Major_Axis_Vertical,Target
1.253885000604938460e-01,7.842330353795436138e-02,6.022702753067213921e-01,1.197851923839499816e-02,7.835780084133148193e-02,1.971682384610176086e-01,4.500001668930053711e-02,8.429541925940121916e-02,2.013134037711810098e-01,5.298241724396335339e-02,2.013134037711810098e-01,5.298241724396335339e-02,0.000000000000000000e+00
1.312962760080503555e-01,7.608308288626211557e-02,5.826921707724117550e-01,1.172216611738234431e-02,7.752780802547931671e-02,1.964913234114646912e-01,4.500001668930053711e-02,8.333252140849520262e-02,2.006332903376527588e-01,5.212449135148788937e-02,2.006332903376527588e-01,5.212449135148788937e-02,0.000000000000000000e+00
1.196361550000739071e-01,8.439237812491266755e-02,6.373995950963178281e-01,1.516023115185523296e-02,7.752948626875877380e-02,1.972625479102134705e-01,4.500001668930053711e-02,8.077199402364365621e-02,1.998633084480181399e-01,5.734540822872780108e-02,1.998633084480181399e-01,5.734540822872780108e-02,0.000000000000000000e+00
1.265716274958801069e-01,8.072680050143341002e-02,6.269227713439660121e-01,1.537581589109099887e-02,7.752948626875877380e-02,1.972625479102134705e-01,4.500001668930053711e-02,7.965496763255716650e-02,1.992295803464252113e-01,5.391042196296824685e-02,1.992295803464252113e-01,5.391042196296824685e-02,0.000000000000000000e+00
1.155425343376650371e-01,8.452342451161375114e-02,6.735570828220948103e-01,2.117579545446440434e-02,7.837927527725696564e-02,1.972625479102134705e-01,4.500001668930053711e-02,8.453496710000192593e-02,2.017391205250506636e-01,5.667880737451991280e-02,2.017391205250506636e-01,5.667880737451991280e-02,0.000000000000000000e+00
1.158915384437569640e-01,8.452244831986152618e-02,6.725862408419504002e-01,2.125035188332652369e-02,7.837927527725696564e-02,1.972625479102134705e-01,4.500001668930053711e-02,8.370564955560531872e-02,2.012701607124946779e-01,5.534733617572429321e-02,2.012701607124946779e-01,5.534733617572429321e-02,0.000000000000000000e+00
1.214569339131013059e-01,7.299646567055378954e-02,5.384990487420714400e-01,8.559088652372853073e-03,7.602091785520315170e-02,1.966806687414646149e-01,4.399999976158142090e-02,7.922012517352064465e-02,1.994033440434694882e-01,5.627736803991134629e-02,1.994033440434694882e-01,5.627736803991134629e-02,0.000000000000000000e+00
1.306468473401320995e-01,7.005019046653668258e-02,5.378072421362273259e-01,8.779019968337565399e-03,7.604071684181690216e-02,1.970739252865314484e-01,4.399999976158142090e-02,7.942157298326690817e-02,1.996222757092379063e-01,5.877986437823312649e-02,1.996222757092379063e-01,5.877986437823312649e-02,0.000000000000000000e+00
1.183392741835309625e-01,7.701613134575846509e-02,5.975494219882809821e-01,1.206163201059676920e-02,7.604071684181690216e-02,1.974671967327594757e-01,4.399999976158142090e-02,7.743603253514833029e-02,1.983496665942889314e-01,5.600632995014531712e-02,1.983496665942889314e-01,5.600632995014531712e-02,0.000000000000000000e+00
1.325497228313537168e-01,7.686202965663008202e-02,5.996276240416752445e-01,1.192969770208238481e-02,7.667970098555088043e-02,1.974671967327594757e-01,4.499998688697814941e-02,7.897211616189503403e-02,1.979965374651139198e-01,5.749353659402633987e-02,1.979965374651139198e-01,5.749353659402633987e-02,0.000000000000000000e+00
1.156130654502353639e-01,8.117254903156012613e-02,6.427988742162608071e-01,1.563039295640677659e-02,7.667970098555088043e-02,1.978604532778263092e-01,4.600000381469726562e-02,7.866267727210175809e-02,1.985365810064111669e-01,5.631395198795841051e-02,1.985365810064111669e-01,5.631395198795841051e-02,0.000000000000000000e+00
1.244196689645174908e-01,8.131276097431953953e-02,6.436263796958421324e-01,1.511558818028604749e-02,7.602091785520315170e-02,1.978604532778263092e-01,4.600000381469726562e-02,7.759936070996996393e-02,1.984634063774477764e-01,5.288344768255881512e-02,1.984634063774477764e-01,5.288344768255881512e-02,0.000000000000000000e+00
1.121184693622644252e-01,8.374986810662073122e-02,6.816862495616807793e-01,2.098844415162214386e-02,7.667970098555088043e-02,1.978604532778263092e-01,4.600000381469726562e-02,7.906453627596221612e-02,1.986923869841377699e-01,5.206428569712884258e-02,1.986923869841377699e-01,5.206428569712884258e-02,0.000000000000000000e+00
1.134016320330028665e-01,8.416298553447820741e-02,6.811498837157065056e-01,2.105094108731261210e-02,7.667970098555088043e-02,1.978604532778263092e-01,4.600000381469726562e-02,8.092822652814969653e-02,1.989346149404751796e-01,5.277273335100085561e-02,1.989346149404751796e-01,5.277273335100085561e-02,0.000000000000000000e+00
1.434150566112878389e-01,7.037291042812628128e-02,5.568606251110375105e-01,8.890197983548089183e-03,7.686902955174446106e-02,1.975615099072456360e-01,4.399999976158142090e-02,8.086283837167068667e-02,2.005396634594913130e-01,5.476773306356397253e-02,2.005396634594913130e-01,5.476773306356397253e-02,0.000000000000000000e+00
1.524462952771630242e-01,6.865669777818264596e-02,5.246096444171394202e-01,8.750057640543729490e-03,7.752780802547931671e-02,1.968812532722949982e-01,4.199999570846557617e-02,8.242441072148892767e-02,2.008936894148029007e-01,4.926479212463230617e-02,2.008936894148029007e-01,4.926479212463230617e-02,0.000000000000000000e+00
1.275932072149968954e-01,7.288970139150494076e-02,5.800955370846004877e-01,1.216033127330861351e-02,7.890979573130607605e-02,1.970665268599987030e-01,4.499998688697814941e-02,8.493730811603925068e-02,2.014852282353940816e-01,5.510426277675939399e-02,2.014852282353940816e-01,5.510426277675939399e-02,0.000000000000000000e+00
1.307838314491502341e-01,7.264815920292977403e-02,5.870432231411589763e-01,1.229139853546739464e-02,7.752780802547931671e-02,1.975615099072456360e-01,4.399999976158142090e-02,8.481870983479457282e-02,2.027484488506488824e-01,5.733091110629573439e-02,2.027484488506488824e-01,5.733091110629573439e-02,0.000000000000000000e+00
1.267433849044441729e-01,7.958518359163455069e-02,6.262348690830179532e-01,1.543632280715732420e-02,7.822954282164573669e-02,1.972744986414909363e-01,4.499998688697814941e-02,8.295389638547620570e-02,2.007498862427409270e-01,5.304095693457477889e-02,2.007498862427409270e-01,5.304095693457477889e-02,0.000000000000000000e+00
1.293682134173990972e-01,7.753192616765182399e-02,6.166970662160524697e-01,1.539337539677067442e-02,7.888832129538059235e-02,1.975615099072456360e-01,4.499998688697814941e-02,8.005768791484660363e-02,1.983609936064523460e-01,5.185408184892370542e-02,1.983609936064523460e-01,5.185408184892370542e-02,0.000000000000000000e+00
1.206722174555900778e-01,7.826019426429324521e-02,6.678218884810621647e-01,2.081248817874658055e-02,7.822954282164573669e-02,1.975615099072456360e-01,4.499998688697814941e-02,7.934921455708413007e-02,1.989026457839730977e-01,5.431859090857205086e-02,1.989026457839730977e-01,5.431859090857205086e-02,0.000000000000000000e+00
1.202395284216517812e-01,7.911782745824466612e-02,6.669500529140510725e-01,2.082753291139144078e-02,7.890979573130607605e-02,1.975615099072456360e-01,4.499998688697814941e-02,8.052204303403556751e-02,1.992829637377498964e-01,5.371171812960839897e-02,1.992829637377498964e-01,5.371171812960839897e-02,0.000000000000000000e+00
7.471343268847427388e-02,-3.668345933537758147e-02,4.120521389404412926e-01,9.635783102074330086e-03,2.995305731892585754e-01,2.662931531667709351e-01,2.800000011920928955e-01,3.437720971799058667e-01,4.016254067921161131e-01,3.345795926398231757e-01,4.016254067921161131e-01,3.345795926398231757e-01,1.000000000000000000e+00
6.752109197627199910e-02,-2.607101581719051611e-02,4.145359152917995060e-01,1.072156317548004882e-02,3.177102208137512207e-01,2.651779800653457642e-01,2.790000140666961670e-01,3.969373552280111017e-01,4.322274932793130908e-01,3.587035877113264881e-01,4.322274932793130908e-01,3.587035877113264881e-01,1.000000000000000000e+00
